         14553892 function calls (14337740 primitive calls) in 35.075 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/message.py:120(__init__)
        1    0.000    0.000    0.000    0.000 /home/kana/catkin_ws/src/mobinha-racing/planning/local_path/graph_ltpl/online_graph/src/VpForwardBackward.py:22(__init__)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:1187(_validate_method)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1404(__init__)
      169    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:246(__enter__)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/message.py:497(get_all)
       41    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:752(end_string)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/os.py:678(__setitem__)
       13    0.000    0.000    0.000    0.000 {built-in method pyexpat.ParserCreate}
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:638(__init__)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/tcpros.py:52(init_tcpros)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1335(_fixupParents)
        1    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/_datasource.py:517(exists)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:820(__init__)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:249(__exit__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:938(__and__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:364(notify_all)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:123(<listcomp>)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socket.py:694(readable)
       88    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/_datasource.py:503(_sanitize_relative_path)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:472(__init__)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/names.py:236(is_legal_base_name)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:427(usesTime)
        3    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/network.py:238(use_ipv6)
       46    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:160(<lambda>)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.8/os.py:752(decode)
        5    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/_datasource.py:206(keys)
       48    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:413(<listcomp>)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/msproxy.py:83(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xml/etree/ElementPath.py:73(xpath_tokenizer)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:248(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/tcpros_base.py:221(init_tcpros_server)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1493(_get_spec)
       52    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/client.py:174(_init_node_params)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:440(close)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/names.py:257(canonicalize_name)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:731(end_int)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:427(flush)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:905(release)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(squeeze)
       18    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/names.py:74(<listcomp>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.8/signal.py:35(_enum_to_int)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/config.py:161(_handle_existing_loggers)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:843(_addHandlerRef)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:81(RLock)
        1    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:1183(_encode_request)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/rospkg/environment.py:96(get_ros_root)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:193(_checkLevel)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/feedparser.py:210(_pop_message)
       23    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x902780}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:1306(current_thread)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 /home/kana/catkin_ws/src/mobinha-racing/planning/local_path/graph_ltpl/data_objects/ObjectListInterface.py:27(__init__)
       80    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:795(end_value)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:60(isabs)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/names.py:135(namespace)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/client.py:87(load_command_line_node_params)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:958(__getitem__)
        9    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:974(close)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/core.py:538(add_shutdown_hook)
       17    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/message.py:303(set_payload)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:364(getMessage)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/config.py:85(_resolve)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:174(getwidth)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:119(getLevelName)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:559(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:689(spec_from_file_location)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1675(getEffectiveLevel)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:1266(__contains__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:222(__init__)
      103    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:369(before_read)
       52    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:1187(converters)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:650(close)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socket.py:486(_decref_socketios)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:553(_classify_pyc)
       13    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
       26    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        3    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/core.py:478(_add_shutdown_hook)
        6    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/_datasource.py:173(_load)
       52    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/encodings/idna.py:298(getregentry)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/tcpros_service.py:264(__init__)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:796(filter)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.8/codecs.py:260(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:224(__init__)
        7    0.000    0.000    0.000    0.000 {method 'tell' of '_io.TextIOWrapper' objects}
       13    0.000    0.000    0.000    0.000 {method 'readinto' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:505(__init__)
        2    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
        2    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/npyio.py:943(<genexpr>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:1031(name)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:1520(currentframe)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_weakrefset.py:81(add)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socket.py:97(_intenum_converter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:816(clear)
        3    0.000    0.000    0.000    0.000 {built-in method _signal.signal}
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:1196(_validate_path)
        1    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/masterslave.py:201(_is_registered)
       34    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/names.py:312(get_name)
       52    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
       26    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/names.py:248(is_legal_remap)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/npyio.py:787(_getconv)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:233(__next)
       13    0.000    0.000    0.000    0.000 {method 'tobytes' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/rospkg/environment.py:179(_compute_package_paths)
       26    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {built-in method now}
       65    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:1103(__init__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:254(get)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/encodings/__init__.py:43(normalize_encoding)
        2    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       13    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1601(addHandler)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1075(path_stats)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/re.py:270(escape)
       93    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       16    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:1210(get_host_info)
        1    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:776(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:355(_escape)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        8    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/names.py:58(isstring)
        1    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/_datasource.py:354(_splitzipext)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:150(dirname)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:461(_get_literal_prefix)
       40    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:110(_noop)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/rospkg/environment.py:213(get_etc_ros_dir)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xml/etree/ElementPath.py:152(prepare_child)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:586(_validate_timestamp_pyc)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:912(setLevel)
       16    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1426(squeeze)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/names.py:324(_set_caller_id)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/names.py:160(ns_join)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/tcpros_base.py:374(__init__)
       13    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/process.py:37(current_process)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/encodings/idna.py:145(encode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/weakref.py:247(popitem)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/paramserver.py:181(get_param_server_cache)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:249(_compile_charset)
       19    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       10    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       14    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:430(validate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:866(_get_hostport)
       16    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:800(find_spec)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:438(isclosed)
        1    0.000    0.000    0.000    0.000 /home/kana/catkin_ws/src/mobinha-racing/planning/local_path/graph_ltpl/online_graph/src/OnlineTrajectoryHandler.py:161(reinit_iterative_memory)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/tcpros_base.py:271(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:1204(_validate_host)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:432(_uniq)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/codecs.py:94(__new__)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/topics.py:689(add_callback)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:111(__init__)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/paramserver.py:157(get)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/config.py:99(_strip_spaces)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1276(disable)
        1    0.000    0.000    0.000    0.000 /home/kana/catkin_ws/src/mobinha-racing/planning/ros_handler.py:18(set_values)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
       24    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:286(tell)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1330(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 {method 'getsockname' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/npyio.py:941(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:921(fix_flags)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/process.py:189(name)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:664(xml)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/xmlrpc.py:197(__init__)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:663(has_section)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/feedparser.py:125(__iter__)
        2    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        5    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/names.py:125(is_private)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/os.py:1073(__subclasshook__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
       12    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7f0938f84ca0}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:1077(_splituser)
        8    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        8    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/registration.py:175(get_registration_listeners)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/core.py:527(add_preshutdown_hook)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/rospkg/environment.py:110(get_ros_package_path)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:595(isstring)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:76(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/npyio.py:1001(flatten_dtype_internal)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/rospkg/environment.py:191(<listcomp>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:516(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 {method 'listen' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:81(groups)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:160(__len__)
        3    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/registration.py:62(get_topic_manager)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/paramserver.py:45(__init__)
        2    0.000    0.000    0.000    0.000 <string>:1(__new__)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:802(end_params)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:131(splitdrive)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/names.py:55(isstring)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:164(__getitem__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/collections/__init__.py:889(__missing__)
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/codecs.py:214(setstate)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/names.py:101(initialize_mappings)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:432(_generate_overlap_table)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:249(match)
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:72(_check_methods)
       10    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       10    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/tcpros_service.py:68(isstring)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/visualization_msgs/msg/_MarkerArray.py:127(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:453(_get_iscased)
        6    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/topics.py:951(set_queue_size)
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        7    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:734(_newname)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:392(__subclasshook__)
        6    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/core.py:408(emit)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:1110(daemon)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xml/etree/ElementPath.py:107(_is_wildcard_tag)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:255(_release_save)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1206(stream)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:172(append)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:342(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xml/etree/ElementPath.py:177(prepare_self)
        6    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/registration.py:69(get_service_manager)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/registration.py:278(is_registered)
        2    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/core/_internal.py:873(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:1177(_make_invoke_excepthook)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/names.py:76(<listcomp>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_relax_case)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1004(__init__)
        1    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/_datasource.py:332(__del__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 /home/kana/catkin_ws/src/mobinha-racing/planning/local_path/graph_ltpl/Graph_LTPL.py:182(__del__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:258(_acquire_restore)
        3    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/names.py:144(get_mappings)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/core.py:372(set_node_uri)
        1    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/npyio.py:1151(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:424(__init__)
        1    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/npyio.py:1128(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/_datasource.py:225(__getitem__)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/names.py:269(<listcomp>)
        3    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/rostime.py:209(set_rostime_initialized)
